Timestamp,Device,Sensor,Sensor_Value
2019-04-18 20:23:07,0x99999,sensor_2,0
2019-04-18 20:23:13,0x99999,sensor_2,0
2019-04-18 20:23:19,0x99999,sensor_2,0
2019-04-18 20:23:24,0x99999,sensor_2,0
2019-04-18 20:23:27,0x99999,sensor_2,0
2019-04-18 20:23:30,0x99999,sensor_2,1
2019-04-18 20:23:35,0x99999,sensor_2,0
2019-04-18 20:23:41,0x99999,sensor_2,0
2019-04-18 20:23:47,0x99999,sensor_2,0
2019-04-18 20:23:53,0x99999,sensor_2,0
2019-04-18 20:23:58,0x99999,sensor_2,1
2019-04-18 20:24:02,0x99999,sensor_2,0
2019-04-18 20:24:04,0x99999,sensor_2,0
2019-04-18 20:24:11,0x99999,sensor_2,0
2019-04-18 20:24:16,0x99999,sensor_2,0
2019-04-18 20:24:22,0x99999,sensor_2,0
2019-04-18 20:24:28,0x99999,sensor_2,0
2019-04-18 20:24:33,0x99999,sensor_2,0
2019-04-18 20:24:39,0x99999,sensor_2,0
2019-04-18 20:24:45,0x99999,sensor_2,0
2019-04-18 20:24:50,0x99999,sensor_2,0
2019-04-18 20:24:56,0x99999,sensor_2,0
2019-04-18 20:25:01,0x99999,sensor_2,0
2019-04-18 20:25:02,0x99999,sensor_2,0
2019-04-18 20:25:08,0x99999,sensor_2,0
2019-04-18 20:25:13,0x99999,sensor_2,0
2019-04-18 20:25:19,0x99999,sensor_2,0
2019-04-18 20:27:07,0x99999,sensor_2,-1
2019-04-18 20:27:13,0x99999,sensor_2,0
2019-04-18 20:27:19,0x99999,sensor_2,0
2019-04-18 20:27:25,0x99999,sensor_2,0
2019-04-18 20:27:30,0x99999,sensor_2,0
2019-04-18 20:27:36,0x99999,sensor_2,0
2019-04-18 20:27:42,0x99999,sensor_2,0
2019-04-18 20:27:47,0x99999,sensor_2,0
2019-04-18 20:27:53,0x99999,sensor_2,0
2019-04-18 20:27:59,0x99999,sensor_2,0
2019-04-18 20:28:06,0x99999,sensor_2,0
2019-04-18 20:28:12,0x99999,sensor_2,0
2019-04-18 20:28:18,0x99999,sensor_2,0
2019-04-18 20:28:23,0x99999,sensor_2,0
2019-04-18 20:29:06,0x99999,sensor_2,0
2019-04-18 20:29:12,0x99999,sensor_2,0
2019-04-18 20:29:18,0x99999,sensor_2,0
2019-04-18 20:29:23,0x99999,sensor_2,0
2019-04-18 20:29:29,0x99999,sensor_2,0
2019-04-18 20:29:35,0x99999,sensor_2,0
2019-04-18 20:29:40,0x99999,sensor_2,0
2019-04-18 20:29:46,0x99999,sensor_2,0
2019-04-18 20:29:52,0x99999,sensor_2,0
2019-04-18 20:29:57,0x99999,sensor_2,0
2019-04-18 20:30:03,0x99999,sensor_2,0
2019-04-18 20:30:04,0x99999,sensor_2,0
2019-04-18 20:30:10,0x99999,sensor_2,0
2019-04-18 20:30:16,0x99999,sensor_2,0
2019-04-18 20:30:21,0x99999,sensor_2,0
2019-04-18 20:30:27,0x99999,sensor_2,0
2019-04-18 20:30:33,0x99999,sensor_2,0
2019-04-18 20:30:39,0x99999,sensor_2,0
2019-04-18 20:30:44,0x99999,sensor_2,0
2019-04-18 20:30:50,0x99999,sensor_2,0
2019-04-18 20:30:56,0x99999,sensor_2,0
2019-04-18 20:31:02,0x99999,sensor_2,0
2019-04-18 20:31:08,0x99999,sensor_2,0
2019-04-18 20:34:10,0x99999,sensor_2,0
2019-04-18 20:34:13,0x99999,sensor_2,0
2019-04-18 20:34:19,0x99999,sensor_2,1
2019-04-18 20:34:24,0x99999,sensor_2,0
2019-04-18 20:34:27,0x99999,sensor_2,0
2019-04-18 20:34:30,0x99999,sensor_2,0
