Timestamp,Channel,Message
2019-04-02 22:03:09,/SmartHome/watering_array_v4/device,
2019-04-02 22:03:09,/SmartHome/watering_array_v4/deviceinformation,{'devicetype':wa
2019-04-02 22:04:14,/SmartHome/watering_array_v4/device,
2019-04-02 22:04:14,/SmartHome/watering_array_v4/deviceinformation,{'devicetype':wa
2019-04-02 22:05:43,/SmartHome/watering_array_v4/device,
2019-04-02 22:05:43,/SmartHome/watering_array_v4/deviceinformation,{'devicetype':wa
2019-04-02 22:08:50,/SmartHome/watering_array_v4/device,
2019-04-02 22:08:50,/SmartHome/watering_array_v4/deviceinformation,{'devicetype':wa
2019-04-02 22:11:08,/SmartHome/watering_array_v4/device,
2019-04-02 22:11:08,/SmartHome/watering_array_v4/deviceinformation,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
2019-04-02 22:12:58,/SmartHome/watering_array_v4/device,
2019-04-02 22:12:58,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':watering_array_v4,'inputs':8,'outputs':4}|
2019-04-02 22:14:05,/SmartHome/watering_array_v4/device,
2019-04-02 22:14:06,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':watering_array_v4,'inputs':8,'outputs':4}|
2019-04-02 22:17:49,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:17:50,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:17:55,/SmartHome/watering_array_v4/device,
2019-04-02 22:17:55,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:18:08,/SmartHome/watering_array_v4/device,
2019-04-02 22:18:08,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:19:09,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:19:09,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:19:11,/SmartHome/watering_array_v4/device,
2019-04-02 22:19:11,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:19:52,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:19:52,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:19:55,/SmartHome/watering_array_v4/device,
2019-04-02 22:19:55,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:20:03,/SmartHome/watering_array_v4/device,
2019-04-02 22:20:03,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:21:39,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:21:39,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:21:42,/SmartHome/watering_array_v4/device,
2019-04-02 22:21:42,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:22:31,/SmartHome/zigbee2mqtt/bridge/state,online
